Input.video1,Input.video2,Input.video3,Input.video4,Input.video5,Input.action1,Input.action2,Input.action3,Input.action4,Input.action5,Input.reason1,Input.reason2,Input.reason3,Input.reason4,Input.reason5,Answer.category1.labels,Answer.category2.labels,Answer.category3.labels,Answer.category4.labels,Answer.category5.labels,Answer.others1,Answer.others2,Answer.others3,Answer.others4,Answer.others5,Answer.confidence1.high.on,Answer.confidence2.high.on,Answer.confidence3.high.on,Answer.confidence4.high.on,Answer.confidence5.high.on,Answer.why1,Answer.why2,Answer.why3,Answer.why4,Answer.why5,Answer.comment1,Answer.comment2,Answer.comment3,Answer.comment4,Answer.comment5
https://github.com/OanaIgnat/miniclips/blob/main/no_check/cgUjuC0xHuQ+0:10:11+0:10:33.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/WP0l1K_Aotw+0:02:02+0:02:36.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hcajD3-g9Kk+0:05:15+0:05:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-NsqNyVpO2M+0:06:24+0:07:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good', 'grateful']","['be healthy', 'hungry', 'improve skills', 'make meal']",['learn from'],"['change your mind', 'fickle', 'make improvement']","['cleanse face', 'put on mask']",none,none,none,none,none,True,True,False,True,False,both,both,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/cgUjuC0xHuQ+0:10:11+0:10:33.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/WP0l1K_Aotw+0:02:02+0:02:36.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hcajD3-g9Kk+0:05:15+0:05:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-NsqNyVpO2M+0:06:24+0:07:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good', 'grateful']",['make meal'],"['learn from', 'was memorable']",['make improvement'],['cleanse face'],none,none,none,none,none,True,True,True,True,True,mentioned,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/cgUjuC0xHuQ+0:10:11+0:10:33.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/WP0l1K_Aotw+0:02:02+0:02:36.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/hcajD3-g9Kk+0:05:15+0:05:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-NsqNyVpO2M+0:06:24+0:07:03.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],['make meal'],"['learn from', 'was memorable']","['exciting', 'make improvement']",['cleanse face'],none,none,none,none,none,True,True,True,True,True,both,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/zEYt7cHDPa8+0:10:25+0:10:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/_kZnR7zTYzE+0:03:32+0:04:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/1yg1ScTWCnQ+0:12:14+0:12:47.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/wRX5HblTZVY+0:05:00+0:05:29.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'grateful']",['make meal'],['was memorable'],"['fun', 'make improvement']",['cleanse face'],none,none,none,none,none,True,True,True,True,True,both,both,mentioned,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/zEYt7cHDPa8+0:10:25+0:10:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/_kZnR7zTYzE+0:03:32+0:04:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/1yg1ScTWCnQ+0:12:14+0:12:47.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/wRX5HblTZVY+0:05:00+0:05:29.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],['make meal'],['was memorable'],['make improvement'],['cleanse face'],none,none,none,none,none,False,False,False,True,True,both,shown,mentioned,mentioned,both,na,na,na,na,na
https://github.com/OanaIgnat/miniclips/blob/main/no_check/zEYt7cHDPa8+0:10:25+0:10:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/_kZnR7zTYzE+0:03:32+0:04:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/1yg1ScTWCnQ+0:12:14+0:12:47.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/wRX5HblTZVY+0:05:00+0:05:29.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['feel good', 'grateful']","['be healthy', 'make meal']","['was interesting', 'was memorable']",['make improvement'],['cleanse face'],none,none,none,none,none,False,True,True,False,True,both,mentioned,mentioned,both,mentioned,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/l9qWP8t6DA4+0:08:45+0:09:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/l503WZRt-n4+0:05:01+0:06:01.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/nWwj7tWuf-Y+0:02:09+0:02:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/X7kzm4j_o9A+0:03:16+0:03:50.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good']","['be healthy', 'improve skills', 'make meal']",['learn from'],"['exciting', 'fun']","['cleanse face', 'put on mask']",none,none,none,none,none,False,False,False,True,True,both,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/l9qWP8t6DA4+0:08:45+0:09:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/l503WZRt-n4+0:05:01+0:06:01.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/nWwj7tWuf-Y+0:02:09+0:02:52.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/X7kzm4j_o9A+0:03:16+0:03:50.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video3.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['appreciate'],['make meal'],['use later'],['make improvement'],['put on mask'],none,none,none,none,none,True,True,True,True,True,mentioned,both,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ZKFuwFtxx50+0:08:47+0:09:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/J_t_2GNEOCk+0:00:09+0:00:38.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Bf9PRyYk1ak+0:01:58+0:02:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/BYqSsGI48pw+0:05:18+0:05:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],['make meal'],['learn from'],"['exciting', 'fun']",['clean arms and chest'],none,none,none,none,none,True,True,True,True,True,shown,mentioned,mentioned,mentioned,mentioned,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ZKFuwFtxx50+0:08:47+0:09:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/J_t_2GNEOCk+0:00:09+0:00:38.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Bf9PRyYk1ak+0:01:58+0:02:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/BYqSsGI48pw+0:05:18+0:05:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],['make meal'],['use later'],['change your mind'],['clean arms and chest'],none,none,none,none,none,False,True,False,False,True,mentioned,both,mentioned,mentioned,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ZKFuwFtxx50+0:08:47+0:09:18.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/J_t_2GNEOCk+0:00:09+0:00:38.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Bf9PRyYk1ak+0:01:58+0:02:43.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/BYqSsGI48pw+0:05:18+0:05:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video4.mp4?raw=true,thanking,cooking,remembering,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['was memorable', 'was interesting', 'learn from', 'use later', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good']","['hungry', 'make meal']","['was interesting', 'was memorable']","['change your mind', 'fun']","['clean arms and chest', 'put on mask']",none,none,none,none,none,True,True,True,True,True,mentioned,mentioned,mentioned,mentioned,mentioned,good,good,good,good,good
https://github.com/OanaIgnat/miniclips/blob/main/no_check/2zP0VbNqjBo+0:01:51+0:02:12.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/8BZdLFJ-OWI+0:01:19+0:02:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/UPjOquactyQ+0:05:35+0:05:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Wl9y2kZ7ta0+0:03:54+0:04:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,thanking,cooking,travelling,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['grateful', 'helped']",['make meal'],"['vacation', 'work']","['change your mind', 'fun']",['remove mask'],none,none,none,none,none,True,True,True,True,True,mentioned,both,both,mentioned,mentioned,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/2zP0VbNqjBo+0:01:51+0:02:12.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/8BZdLFJ-OWI+0:01:19+0:02:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/UPjOquactyQ+0:05:35+0:05:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Wl9y2kZ7ta0+0:03:54+0:04:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,thanking,cooking,travelling,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],['be healthy'],"['experience different culture', 'work']","['change your mind', 'make improvement']",['remove mask'],none,none,none,none,none,True,False,True,True,True,both,both,both,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/2zP0VbNqjBo+0:01:51+0:02:12.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/8BZdLFJ-OWI+0:01:19+0:02:00.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/UPjOquactyQ+0:05:35+0:05:57.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/Wl9y2kZ7ta0+0:03:54+0:04:16.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video5.mp4?raw=true,thanking,cooking,travelling,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good', 'grateful', 'helped']","['improve skills', 'make meal']","['experience different culture', 'vacation']","['exciting', 'fun', 'make improvement']","['clean arms and chest', 'cleanse face', 'remove mask']",none,none,none,none,none,True,True,True,True,True,mentioned,both,both,shown,both,Thank you so much!,Thank you so much!,Thank you so much!,Thank you so much!,Thank you so much!
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ANF_2E51oWQ+0:06:49+0:07:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tcEibo1tvls+0:05:23+0:06:31.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/g07RDGQwNgw+0:10:12+0:11:01.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/85IvMvDgJYo+0:03:01+0:03:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,cooking,travelling,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']","['appreciate', 'feel good', 'helped']","['be healthy', 'make meal']","['experience different culture', 'visit people']","['exciting', 'fickle', 'make improvement']","['cleanse face', 'put on mask']",none,none,none,none,none,True,True,True,False,False,mentioned,mentioned,mentioned,both,both,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ANF_2E51oWQ+0:06:49+0:07:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tcEibo1tvls+0:05:23+0:06:31.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/g07RDGQwNgw+0:10:12+0:11:01.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/85IvMvDgJYo+0:03:01+0:03:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,cooking,travelling,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['I cannot find any reason mentioned verbally or shown visually in the video'],['make meal'],['vacation'],['make improvement'],['cleanse face'],none,none,none,none,none,False,True,True,False,True,mentioned,both,mentioned,mentioned,shown,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/ANF_2E51oWQ+0:06:49+0:07:06.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tcEibo1tvls+0:05:23+0:06:31.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/g07RDGQwNgw+0:10:12+0:11:01.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/85IvMvDgJYo+0:03:01+0:03:24.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video1.mp4?raw=true,thanking,cooking,travelling,switching,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['fickle', 'change your mind', 'exciting', 'fun', 'make improvement', 'do not like', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],"['improve skills', 'make meal']",['experience different culture'],['I cannot find any reason mentioned verbally or shown visually in the video'],['cleanse face'],none,none,none,none,none,True,True,True,True,True,shown,mentioned,mentioned,both,mentioned,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/9e4jVjzbuCU+0:13:14+0:13:40.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tcEibo1tvls+0:08:33+0:09:09.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-owzwdTFE-U+0:06:30+0:06:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/TBsHxfHXFS8+0:01:51+0:02:20.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,cooking,travelling,driving,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['feel good'],['improve skills'],['I cannot find any reason mentioned verbally or shown visually in the video'],['relax'],['cleanse face'],none,none,none,none,none,True,True,False,True,True,mentioned,mentioned,mentioned,mentioned,mentioned,na,na,na,na,na
https://github.com/OanaIgnat/miniclips/blob/main/no_check/9e4jVjzbuCU+0:13:14+0:13:40.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tcEibo1tvls+0:08:33+0:09:09.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-owzwdTFE-U+0:06:30+0:06:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/TBsHxfHXFS8+0:01:51+0:02:20.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,cooking,travelling,driving,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],"['improve skills', 'make meal']","['experience different culture', 'vacation', 'visit people']",['relax'],['cleanse face'],none,none,none,none,none,True,True,True,True,True,mentioned,shown,mentioned,shown,shown,none,none,none,none,none
https://github.com/OanaIgnat/miniclips/blob/main/no_check/9e4jVjzbuCU+0:13:14+0:13:40.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/tcEibo1tvls+0:08:33+0:09:09.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/-owzwdTFE-U+0:06:30+0:06:51.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/no_check/TBsHxfHXFS8+0:01:51+0:02:20.mp4?raw=true,https://github.com/OanaIgnat/miniclips/blob/main/spam_check/spam_video2.mp4?raw=true,thanking,cooking,travelling,driving,cleaning,"['grateful', 'feel good', 'appreciate', 'helped', 'I cannot find any reason mentioned verbally or shown visually in the video']","['improve skills', 'make meal', 'hungry', 'be healthy', 'I cannot find any reason mentioned verbally or shown visually in the video']","['visit people', 'vacation', 'experience different culture', 'work', 'I cannot find any reason mentioned verbally or shown visually in the video']","['get someplace', 'use gas', 'relax', 'do chores', 'I cannot find any reason mentioned verbally or shown visually in the video']","['remove mask', 'clean arms and chest', 'put on mask', 'cleanse face', 'other (please write them in the provided box)']",['grateful'],['make meal'],['vacation'],['get someplace'],['cleanse face'],none,none,none,none,none,True,True,True,False,True,mentioned,both,mentioned,mentioned,both,none,none,none,none,none
